Amount,Transaction_Time,Location_Risk,Device_Risk,Fraud
46.92680899768591,85042,0,3,1
301.0121430917521,70726,0,3,0
131.67456935454493,70111,3,0,0
91.29425537759532,34565,3,1,0
16.962487046234628,22884,4,1,0
16.959629191460518,17199,3,3,0
5.983876860868068,60038,2,1,0
201.12308644799396,57786,4,0,0
91.90821536272645,49294,1,3,0
123.12500617045903,78015,2,0,0
2.0799307999138623,34178,4,1,0
350.3557475158312,12665,4,0,0
178.6429543354675,534,0,1,0
23.8687625248947,36132,4,1,0
20.067898874966335,36110,2,0,0
20.261142283225706,58754,3,1,0
36.27537294604771,63580,2,2,0
74.39278308608544,22469,1,0,0
56.55370667803366,64016,4,2,0
34.42229925539415,46233,4,0,0
94.63708738997987,66708,4,1,0
15.023452872733866,58232,4,1,0
34.551551200240226,34409,0,3,0
45.6277218220847,19324,0,3,0
60.893468785977504,8738,3,2,0
153.7936011030912,24054,4,1,0
22.273586212869027,29709,1,3,0
72.20291550331277,85643,3,1,0
89.75047213097605,363,4,0,0
4.756384975640855,10358,0,3,0
93.533302064961,3240,1,2,0
18.696125197741644,72201,3,3,0
6.726393087930424,45689,1,1,1
297.3687793506931,1936,4,4,0
337.06303424611724,43965,2,4,0
165.23315728128767,77534,1,1,1
36.32878599687583,882,1,0,1
10.277731500250624,20224,0,3,0
115.27507630986618,30825,4,4,0
58.009084258539836,70740,1,0,0
13.015223395444863,28885,4,1,0
68.35472281341501,40056,0,0,0
3.4993721443479084,3203,4,1,0
240.04228873930236,60241,0,3,0
29.94577768406861,2244,0,0,0
108.62557985649804,68619,3,3,0
37.354658165762366,21584,4,0,0
73.41108959092286,8521,2,1,0
79.12237979817975,50017,3,1,0
20.438859950790576,33541,0,0,0
349.28071327362267,29063,2,1,0
149.22453771381407,70268,1,2,0
280.50944192915824,64952,1,2,0
225.21519975341965,39563,3,3,0
91.1054412383275,39752,2,2,0
254.9435379269405,2567,4,2,0
9.265545895311563,16121,2,4,0
21.813469463126744,1674,3,4,0
4.628196568683196,76411,4,4,0
39.35320868030868,66275,4,4,0
49.21302917942186,67081,1,1,0
31.65604432088257,29140,2,3,0
176.45578652409338,9327,4,3,0
44.12269995298701,70663,3,2,0
32.98028401342492,23331,1,3,1
78.2407083207746,23004,4,2,0
15.189814782062886,10492,2,3,0
162.04835957747312,54797,1,0,0
7.747586881130901,58095,2,0,0
433.41463395873194,13749,2,3,0
147.94837762415114,63217,2,1,0
22.153944050588596,9045,1,2,1
0.5537420375935475,20116,4,3,0
168.9896777486126,18667,0,2,0
122.70959073870446,75057,4,4,0
130.5662908787999,74205,1,3,0
147.52145260435134,27302,0,1,0
7.692926551379635,11283,0,4,0
44.38926724162325,30935,0,3,0
12.315010460444965,72534,3,0,0
198.85295716582226,31624,1,3,0
97.63011917123741,13440,3,0,0
40.1818801251301,46501,0,0,0
6.566806580478289,1269,3,3,0
37.24883504103537,7868,3,3,0
39.331421318413135,30251,1,0,0
130.7875783957741,77909,2,2,0
101.488935892602,84523,3,4,0
218.22519124015147,38729,3,1,0
63.90661333763098,15734,0,3,0
12.73723936155019,42429,0,4,0
124.91263443165994,41337,0,4,0
143.0392753076864,40325,4,2,0
82.38874948858287,83600,3,4,0
147.38899667213644,62514,0,3,0
68.0814731510278,8433,1,4,0
73.9678838777267,9111,4,3,0
55.781419390842736,63753,2,3,1
2.574777399011373,80583,3,0,0
11.416743519186584,73620,3,2,0
3.1933681293053824,21751,1,1,0
101.17295509275495,16453,2,0,0
37.73967087950999,85844,2,1,0
71.04371771341901,38968,4,3,0
238.12655298459754,30077,3,0,0
28.673882298329833,34775,0,4,0
52.82819748826726,58144,1,4,0
140.87491475385835,48570,1,1,0
25.980515691739402,46097,1,3,0
8.010427855017637,24503,1,1,0
34.21403038870571,2779,0,2,0
17.580835850006284,755,0,4,0
265.4950085880625,39263,4,0,0
165.08870804845694,55087,3,0,0
100.34941905205311,42281,0,0,0
205.1519730520813,51482,4,4,0
162.79689407405564,54857,2,3,0
20.649547635863907,17400,3,4,0
223.0813405235561,40115,0,4,0
77.5099901966172,14249,2,0,0
164.73482913035662,46825,4,4,1
226.42426492862313,24600,0,0,0
38.27307164183185,37706,0,3,0
11.659216012385084,19222,2,2,0
25.868674613938136,41139,0,0,0
55.70576927486144,41302,1,1,0
170.3829726638945,68159,0,2,0
197.13449718798333,8646,3,3,0
0.6976409181650647,13543,2,2,0
71.48761593385558,22785,3,0,0
54.02733209186713,78353,4,3,0
25.11673382758245,31406,3,1,0
12.768039154564681,51428,1,0,0
41.190857986243245,23777,1,0,0
286.31211226911495,57939,3,3,0
39.03838028814744,53026,4,3,0
73.1452805760152,29553,0,2,0
121.40869768808548,23548,1,1,0
45.197449896696234,63221,3,2,0
356.77981382916994,37265,3,2,0
328.2009864541398,40701,3,0,0
29.006129499220528,51287,0,3,0
68.76592784638473,6727,2,0,0
35.79304600790468,50717,4,1,0
33.52496763810817,32427,2,2,0
3.758447776552253,16692,4,1,0
94.04920709825932,31625,4,3,0
69.85196328296385,24918,3,3,0
5.285108738039248,41136,1,4,0
32.662592101036935,52409,3,1,1
238.88609510893403,15577,0,0,0
27.386055214207705,85155,4,1,0
15.653086098546975,81731,1,2,0
67.22721094736363,27689,4,3,0
424.40369826152596,11154,4,3,0
27.71448135597262,21341,3,1,0
111.51550102972934,74681,1,1,0
143.3887626239463,46330,1,1,0
27.133317233580577,68416,4,2,0
130.2748928492316,33313,1,2,0
45.8522799264304,46900,1,0,0
100.05037477317713,78840,3,1,0
100.38378271376382,34695,2,0,0
76.73852499523488,30225,0,4,0
9.462915881162095,86072,2,2,0
180.3644794246297,49156,1,3,0
38.68102936673966,77209,4,4,0
20.643210660755653,27829,0,3,0
4.1629759794345205,80908,0,4,0
89.37784045945834,25938,4,0,0
113.18517342673489,59164,0,0,0
1.672694755847062,54530,4,2,1
71.76305845494883,68199,0,3,0
25.682414705495766,60282,2,4,0
103.61243415476919,47801,0,1,1
19.160422253913374,9465,3,1,0
117.4212527567719,3326,4,2,0
48.89587009811018,3659,0,3,0
276.0343817804307,60289,4,1,0
14.794441343927895,27594,3,2,0
41.713243399517175,4763,0,2,0
12.044428503699642,10828,0,3,0
258.61903971507235,47588,3,1,0
209.8333707160994,11221,3,1,0
29.83273700614889,11211,3,1,0
107.87627390439145,13569,4,0,0
169.94840726392212,37860,3,1,0
81.01323606865081,71558,4,4,0
75.42794101939461,45337,2,0,0
27.687704543790314,52311,0,0,0
9.772614047494073,13515,0,0,0
227.51232251945228,71695,1,0,0
230.67744276484268,24904,2,2,0
100.26699194828848,59935,3,4,0
41.40465098113239,43790,3,3,0
42.95676158116439,68580,2,1,0
129.4465429727118,75148,3,0,0
227.40973491072523,5636,1,3,0
218.1132569396613,77129,4,2,0
151.3562191930903,2892,0,3,0
102.7310693567705,21672,2,0,0
8.789172619608406,5812,0,4,0
17.62942146834115,654,4,3,0
228.82305001775057,54633,2,0,0
93.24939469655895,17143,4,0,0
0.9239605610994409,55934,3,1,0
10.699690143594932,67334,3,1,0
108.9162387290241,29087,3,4,0
0.5074437051797003,11618,4,1,0
17.531581610419906,8446,4,4,0
79.56978461389316,48867,4,2,0
117.73152866548126,51028,0,2,0
105.54414821352486,60101,4,1,0
25.39498673080245,27200,3,2,0
124.54172888985389,61465,1,3,0
27.082375905280593,39148,4,3,0
39.363490891808446,82928,1,3,1
137.23575516657905,20698,3,2,1
104.87738143027681,42470,4,3,0
189.1956077463401,51660,0,4,0
107.18132881697625,53910,0,0,0
84.00443055872574,35450,1,1,0
9.835706144841048,56463,0,4,0
45.84163072070201,33757,0,3,1
30.816014785883116,78012,0,0,0
27.970020366242128,70247,3,1,0
361.23094061629257,72015,0,4,0
49.938749704002376,31390,2,1,0
222.6055211248523,56116,4,2,0
99.73343857364831,13161,0,3,0
158.38252526883997,32152,0,4,0
69.84353243887705,80171,0,4,0
86.0155902641585,20836,2,0,0
67.82934333416935,66543,0,0,0
21.72148953252385,55648,0,0,1
128.1761803065804,26331,4,1,0
32.957736836626296,10763,2,3,0
2.4616481080688613,69444,2,1,0
103.69687862952739,19187,0,3,0
19.493357022482268,11957,2,4,0
282.1083147273303,4379,1,1,0
307.75624127880235,27959,2,1,0
246.35098846338414,82018,2,1,0
46.228739649736674,27105,2,2,0
1.5577315371944382,877,3,3,0
263.552345733189,48353,3,3,0
55.89382770530613,83788,3,1,0
340.0842016122056,84585,2,2,1
331.37354761302055,83308,1,1,0
191.7387017179419,51567,2,3,1
34.87760681721603,57913,0,4,0
48.62919320986936,2637,1,2,0
190.47266524780798,72778,3,2,0
38.11462314307171,42025,4,1,0
18.57186162957548,82464,1,4,0
81.37369920602278,28742,3,3,0
275.1293470807042,11831,1,0,0
119.08255977579371,85092,1,3,0
84.41123364356555,46762,2,3,0
10.222819734932289,18830,0,4,0
95.45307155177177,55044,4,2,0
461.05697478463173,73948,3,3,0
15.092058664226416,69202,1,2,1
73.04953249815037,37045,4,4,0
209.86086379007943,86322,1,4,0
135.003424835367,71051,0,1,0
119.4074425301673,26627,4,0,0
121.22875562244899,15198,3,4,0
44.549234231494914,69521,1,4,0
34.75620842670952,29475,0,2,1
165.73745072597123,19403,4,4,0
166.13281990870288,3681,1,3,0
201.7950047367915,42292,1,1,0
244.46159618366363,5629,3,1,0
71.60932369329038,77814,0,3,0
69.61843775511993,8417,2,4,0
160.09499323084876,34765,1,0,0
104.97190748878002,74499,4,4,0
121.0550648511517,56574,3,1,0
158.86194749542048,27675,3,0,0
220.7323476346767,72267,1,2,0
41.24824071376542,40563,1,2,0
47.09367887275563,11332,1,4,0
9.869603918736056,19177,2,4,0
86.34140266094347,68447,1,0,0
3.6604104210857,57104,0,0,0
62.66069481821096,84335,4,4,0
78.2294585687126,80730,1,1,0
33.76306603145225,4951,2,2,0
89.36325301461753,28333,4,0,0
3.0975062101474546,21673,3,1,0
3.806349928278938,40870,1,4,0
172.93513695381358,71101,4,3,0
44.65850242077447,22821,3,0,0
13.588904129742799,25494,2,3,0
73.86535882790156,74160,0,1,0
146.96479404457352,835,1,2,0
24.311800342990335,18646,0,1,0
97.52196186564929,77360,2,2,0
8.921102898989728,37335,4,1,0
5.306509591030941,69351,4,0,0
75.7908940625521,2429,2,0,0
77.79104426947421,41950,2,3,0
101.4537448204616,60654,1,1,0
129.49605629166842,68143,3,1,0
372.3557008699993,77527,0,3,0
72.62911192303562,31099,0,4,1
39.00197141059788,39385,4,1,0
158.56539797326863,35919,4,1,0
31.585146543613728,60782,1,1,0
57.798343127330135,71116,2,4,0
8.17051685836699,72590,0,0,0
2.5677609541474378,40387,1,3,0
328.7379923268602,15823,4,4,0
180.77676421150625,46015,4,2,0
119.06427327993416,15339,0,2,0
52.58596444651419,3491,4,4,0
19.030653614210873,706,4,4,0
17.012074157285415,15728,3,0,0
28.80059891265836,6997,2,2,0
79.67906483133146,60408,4,3,0
125.38492877767757,58097,3,1,1
107.93903496967985,38523,1,1,0
32.84122613889959,25163,4,0,0
309.81034985563065,17718,1,0,0
133.90174048752263,83767,4,2,0
80.82304819313313,39619,0,3,0
94.6030472037435,12126,3,3,0
